ID	S1	S2	S3
1497-RMM-1092RD	22.8932466352	18.4075603966	22.1913484601
1497-RMM-1093	23.7511765719	17.2007071619	21.5355412607
1497-RMM-1094	24.4351826688	15.1244671776	21.7673514677
1497-RMM-1095	25.0061527481	14.0437635925	22.6269867516
1497-RMM-1096	25.7648448348	12.2216055146	22.3767664694
1497-RMM-1097	23.6691619194	15.1905233323	23.7797187225
1497-RMM-1098	23.1588317114	13.6337816252	25.0615128484
1497-RMM-1099	23.6177261624	16.8278336283	21.5288857199
1497-RMM-1100	20.4285197983	18.8288846658	23.7902074578
1497-RMM-1101	20.6910635884	14.9168053338	27.0536672313
1497-RMM-1102RD	27.8557631275	15.7319683018	18.7500703498
1497-RMM-1103	21.4946968266	15.6651114522	25.2041356126
1497-RMM-1104	21.4770840998	17.5261407286	24.1775953351
1497-RMM-1105	18.8498557777	16.148068412	27.2141893676
1497-RMM-1106RD	22.5623922016	16.4795608418	25.004735003
1497-RMM-1107RD	24.9749180331	14.8026874269	23.0567691727
1497-RMM-1108	26.4225129199	15.063800832	19.5786831364
1497-RMM-1109	26.3150090412	13.1906713138	21.5759227512
1497-RMM-1110	17.9175700915	16.7318009864	28.0227142861
1497-RMM-1111	28.8239170129	11.6624090339	20.8468076573
1497-RMM-1112	22.5320937809	14.8243955706	25.6635500471
1497-RMM-1113	20.6593258175	14.6602450819	27.8419155777
1497-RMM-1114	25.6872503223	12.7076534075	24.1146506166
1497-RMM-1115	25.1159419556	13.9478047641	21.4155090811
1497-RMM-1116	28.182549525	12.7102341964	20.7168189618
1497-RMM-1117	23.1253390639	14.8307972956	23.9807844612
1497-RMM-1118	24.7807187895	15.1773792108	21.9073848471
1497-RMM-1119	26.8533571977	12.5551979411	21.7942204561
1497-RMM-1120	23.6559227449	14.0969582342	24.1678985746
1497-RMM-1121	26.4615783592	15.2217444386	20.2500440469
1497-RMM-1122RD	25.7139538939	13.0673367789	21.9133445579
1497-RMM-1123	27.7126065397	12.1286013028	20.8782213198
1497-RMM-1124	27.2291385714	13.5988325274	21.26571379
1497-RMM-1125	26.1720163312	14.6332022459	21.4822023435
1497-RMM-1126RD	21.6860190305	15.3794577401	26.0422677291
1497-RMM-1127RD	24.4979053841	14.7796443087	22.9902704692
1497-RMM-1128	28.9472965231	11.0884100448	21.3410954764
1497-RMM-1129	25.2082900845	14.9156289566	22.2585395478
1497-RMM-1130	24.4770239228	13.7406853792	23.9455791465
1497-RMM-1131	25.6961120099	13.4286513523	22.3661169012
1497-RMM-1132	21.7034886992	15.436758178	24.8955081678
1497-RMM-1133	26.9427495548	13.749506963	21.3597696716
1497-RMM-1134	22.9689852412	14.9976796258	24.6115559446
1497-RMM-1135	24.4752294185	12.7471738306	23.6237580103
1497-RMM-1136	25.9367470551	15.8348072946	20.7249944454
1497-RMM-1137	25.8895699248	14.2311430903	21.6306914306
1497-RMM-1138	33.7060152828	11.8854890299	16.1185477269
1497-RMM-1139	26.3531336064	12.8660407403	22.5250141113
1497-RMM-1140	26.6360201613	14.3831139797	20.0970979373
1497-RMM-1141	17.6554579603	16.6260032381	27.2904542761
1497-RMM-1142	25.4804117008	14.8239424333	21.3059991583
1497-RMM-1143	28.0439005669	10.9904927264	21.8948668723
1497-RMM-1144	23.638271735	14.5545818745	23.8620157347
1497-RMM-1145RD	23.0808774337	16.8036052939	23.3966241562
1497-RMM-1146	23.7497347599	11.9599621756	26.1015209986
1497-RMM-1147	26.7727908123	13.6315899974	21.6313317123
1497-RMM-1148	27.2765300519	11.2575495084	22.125408482
1497-RMM-1149	25.5558667316	13.4977771627	22.834683117
1497-RMM-1150	23.3691668775	14.6096781349	23.3104509615
1497-RMM-1151	25.1560513151	14.062419045	22.0466347616
1497-RMM-1152	25.605626363	14.3754786274	21.9839698813
1497-RMM-1153	20.9454966244	16.0912738196	26.6385915472
1497-RMM-1154	25.3678523655	12.7257861524	24.0429752708
1497-RMM-1155	25.2210590236	13.5115694536	22.4206131742
1497-RMM-1156	23.5037334503	14.6696601763	23.0526294878
1497-RMM-1157	27.307678109	15.3335406211	18.3937504677
1497-RMM-1158	23.3597238906	14.3511558876	25.1041732628
1497-RMM-1159	24.6523197254	13.4771378993	22.9905634832
1497-RMM-1160	22.8877754082	16.8790213118	23.2133713371
1497-RMM-1161	27.9030856671	12.7756637258	20.097722739
1497-RMM-1162	24.3469203501	15.1584700362	22.6945339343
1497-RMM-1163	25.749938334	14.0058175094	22.1174793908
1497-RMM-1164	23.5664371788	15.7622916141	22.7339927827
1497-RMM-1165	28.0368723306	13.3438536793	19.9669475743
1497-RMM-1166	25.5695464587	14.1231973339	21.8209259025
1497-RMM-1167	18.8456118745	17.419082154	26.3752219215
1497-RMM-1168	22.2601493013	15.1388038992	25.6468383138
1497-RMM-1169	25.9343320895	13.0718742341	22.8486327776
1497-RMM-1170	23.0960637134	13.347740212	25.2935101367
1497-RMM-1171	26.518190107	13.1844603724	22.9804174658
1497-RMM-1172	25.2916287696	13.1430934429	22.6264613586
1497-RMM-1173	23.9300698098	14.5565713276	23.2668125754
1497-RMM-1174	30.4684753179	11.6021586261	18.802033914
1497-RMM-1175	20.8004731104	17.5535761035	25.7446982097
1497-RMM-1176	25.4058443105	14.5865129248	22.4550814017
1497-RMM-1177	29.2559494382	12.5167974227	19.3737069484
1497-RMM-1178	19.8720109909	16.8026255703	26.1109327941
1497-RMM-1179	21.7140401398	15.8106125815	25.5837698818
1497-RMM-1180	33.6733595148	10.3518791706	16.7156182097
1497-RMM-1181	24.0508376296	15.7861272002	22.4138924499
1497-RMM-1182	27.095993929	12.8730698699	21.109278208
1497-RMM-1183	27.5410333176	12.3679117464	20.6132387981
1497-RMM-1184	25.4531037159	15.3400441129	21.7967344479
1497-RMM-1185	25.6089553385	16.4919472114	20.9613946999
1497-RMM-1186	25.4348532081	11.2907503646	25.6462273516
1497-RMM-1187	23.3715673599	16.0042609265	22.9586541843
1497-RMM-1188	25.6094145042	15.2396818297	20.6295840285
1497-RMM-1189	21.810363816	15.9695813638	24.7390196671
1497-RMM-1190	22.7302062851	12.3134359199	26.1132069472
1497-RMM-1191	17.4826505424	16.7938732222	27.8660948804
1497-RMM-1192	22.8640915611	13.9192073613	24.8083426847
1497-RMM-1193	23.9689599383	13.668634981	24.2027394315
1497-RMM-1194	29.0378337483	11.8617645122	20.940542904
1497-RMM-1195	24.5305583947	16.1149009914	21.3237140012
1497-RMM-1196	29.0623056375	13.5915484085	19.3154983255
1497-RMM-1197	23.788912759	15.168605794	22.9484459881
1497-RMM-1198	25.0929900813	14.5517307054	23.622844331
1497-RMM-1199	29.1158544512	13.422763901	19.806716354
1497-RMM-1200	23.0727849061	15.12634583	23.8836984855
1497-RMM-1201	21.586034205	14.9068757177	26.1806298639
1497-RMM-1202	24.1141352487	14.3403513088	22.9316750122
1497-RMM-1203	24.4503615337	14.778726279	23.1752235954
1497-RMM-1204	25.6509042155	13.9183924508	22.6817284823
1497-RMM-1205	28.0224288068	11.8067803124	21.0646687985
1497-RMM-1206	22.5476727115	14.3350028188	25.50697131
1497-RMM-1207	20.5129965033	15.5784091778	26.1708086679
1497-RMM-1208	24.7773323658	13.5351747604	24.0585930652
1497-RMM-1209	22.4041232496	16.6469952416	23.8630699042
1497-RMM-1210	23.6702554011	15.3658013909	24.9794885438
1497-RMM-1211RD	19.6358013339	14.8597995232	27.45467786
1497-RMM-1212	24.8806982019	14.7959297664	22.184412534
1497-RMM-1213	29.102782407	13.3642962806	18.5231323284
1497-RMM-1214	27.0907941231	13.4608308691	21.0264990489
1497-RMM-1215	23.0218990049	14.662752988	25.3156741474
1497-RMM-1216	21.7114849216	16.4594025228	24.6692268553
1497-RMM-1217	23.6242772628	15.3519276411	23.0724771182
1497-RMM-1218	26.4056712916	12.7671799517	21.5763458535
1497-RMM-1219	27.1597275324	14.5909674992	20.3832085921
1497-RMM-1220	23.836678177	15.7982523588	22.0958117064
1497-RMM-1221	25.6307649352	13.3813689999	22.1703184113
1497-RMM-1222RD	24.8450503154	16.4174220143	21.3941449646
1497-RMM-1223	19.9352053379	16.6145610595	26.3080393728
1497-RMM-1224	23.6853503416	15.8513777187	21.8435310528
1497-RMM-1225	22.4446947946	15.8575451601	24.0201398636
1497-RMM-1226	26.8865200819	13.9716081173	21.9834921169
1497-RMM-1227	23.6431424394	15.4837018934	23.6175627722
1497-RMM-1228	25.441865165	14.9263533379	21.9835569439
1497-RMM-1229	25.5435943806	14.9989426371	20.0742997927
1497-RMM-1230	25.0029815751	12.957644553	23.8169470505
1497-RMM-1231	24.5518693214	15.1305940655	22.6099020835
1497-RMM-1232RD	24.5415823257	13.7307404678	23.8826673474
1497-RMM-1233	21.5408239922	17.2891942706	24.0141299052
1497-RMM-1234RD	22.6122367537	15.0540047609	24.5374381319
1497-RMM-1235	20.1590887505	15.9528613084	26.0063295999
1497-RMM-1236	28.5544175842	11.6690400221	21.3712708336
1497-RMM-1237	23.3064184467	16.9750491852	23.0662912833
1497-RMM-1238	26.5407524261	15.9536232511	19.5316653712
1497-RMM-1239	24.4412301575	13.9211932072	24.1372783758
1497-RMM-1240	25.5142509195	14.3212155578	21.7539695736
1497-RMM-1241	25.5413006001	13.4023155917	22.2520024415
1497-RMM-1242	24.5556699881	13.7432668358	23.7899286995
1497-RMM-1243	25.0468131199	15.3460146673	21.801570286
1497-RMM-1244	29.1981757147	10.6819496265	19.9644667954
1497-RMM-1245RD	23.1625580673	13.8998022828	24.8789166122
1497-RMM-1246	23.9025696458	15.6200145863	22.6445405368
1497-RMM-1247	24.7351197828	16.071723064	21.9967131486
1497-RMM-1248	26.7683353246	13.6767885917	20.9948665112
1497-RMM-1249	20.344664636	16.1139650796	25.9433000613
1497-RMM-1250	29.9035059931	12.7275792868	18.4873748288
1497-RMM-1251	24.6940152373	11.2790467471	25.9017417003
1497-RMM-1252	20.4538333259	15.4471207701	26.5944397267
1497-RMM-1253	22.912126109	15.2174433175	23.8351341422
1497-RMM-1254	30.9478916518	15.051286697	16.5842460116
1497-RMM-1255	23.2020034799	14.9459326301	23.9709327657
1497-RMM-1256	23.0042818996	13.6106989625	25.2566481148
1497-RMM-1257	24.4918335082	16.2542559336	21.914309418
1497-RMM-1258	27.1673770055	12.9719799292	22.291231448
1497-RMM-1259	22.0014339493	14.6477684612	24.5969035668
1497-RMM-1260	21.2477390718	16.316165628	25.0368735599
1497-RMM-1261	22.3985682299	18.0874327797	23.1683085557
1497-RMM-1262	25.0630972738	13.6619205943	22.4114830536
1497-RMM-1263	21.3118519789	16.8039350253	24.2038286583
1497-RMM-1264	26.9723343613	13.7905936807	20.8715680243
1497-RMM-1265	19.724372418	15.9833625431	26.8033536861
1497-RMM-1266	25.1868330675	16.190209495	20.0570864396
1497-RMM-1267	29.0292501647	12.9133842877	19.9707863998
1497-RMM-1268	27.8062653443	15.0772428159	19.0238427985
1497-RMM-1269RD	21.9779083294	17.6600066436	23.0405855287
1497-RMM-1270	25.4586889946	14.8196355106	22.6353433262
1497-RMM-1271	26.1761871233	13.3564869121	21.8990125998
1497-RMM-1272	24.1897549936	13.852593252	23.3328101692
1497-RMM-1273	20.4681935109	15.2085599379	27.4023082816
1497-RMM-1274	24.4273343766	13.5868685509	24.095518741
1497-RMM-1275	22.7551799119	14.9950976126	24.2348951272
1497-RMM-1276	32.0876011841	11.4584697173	16.9038330007
1497-RMM-1277	24.0934043909	12.8855213854	25.1190113913
1497-RMM-1278	23.8827765023	12.2929389293	24.8412479646
1497-RMM-1279	27.4574497899	13.864394923	20.9993164373
1497-RMM-1280	27.6250432668	12.3002752915	22.0909855723
1497-RMM-1281	25.4909709077	14.0827799671	23.043129201
1497-RMM-1282	23.4491622354	13.7569576098	24.9298959011
1497-RMM-1283RD	27.0840706869	13.1066290836	20.5096201814
1497-RMM-1284	27.2008934275	12.7087486469	21.9661852843
1497-RMM-1285	24.2289972132	13.5633400269	24.1571260193
1497-RMM-1286	23.1523344773	16.2100585297	23.4629793992
1497-RMM-1287	19.9092467598	17.6640539151	26.1678076011
1497-RMM-1288	17.6000122197	18.5619843555	26.5969252575
1497-RMM-1289	23.8669311271	14.4944275674	23.2748101522
1497-RMM-1290	25.6057606015	14.8412648569	21.5025171783
1497-RMM-1291	30.2105508527	13.6336893611	16.2086240604
1497-RMM-1292	24.6373149359	13.196270144	23.853648625
1497-RMM-1293	30.1855793774	14.06149394	18.3260088743
1497-RMM-1294	25.5095668706	14.8748635846	21.1635850963
1497-RMM-1295	24.8878105371	14.0940677507	22.5163998633
1497-RMM-1296	19.700565391	17.1849444644	25.9459489302
1497-RMM-1297	20.986527361	16.7499940794	25.7504852782
1497-RMM-1298	23.7418683277	14.4447269736	23.844534005
1497-RMM-1299	24.8145346614	16.609736179	20.2236260801
1497-RMM-1300	25.0252052462	13.1765337872	23.930898651
1497-RMM-1301	26.7142330415	12.8901715823	20.9590635585
1497-RMM-1302	22.4870070145	18.1488923554	21.9782433416
1497-RMM-1303	18.1618839966	16.8011577485	28.2294019164
1497-RMM-1304	26.5868684322	13.435076283	21.086223949
1497-RMM-1305	21.8648085874	16.6499098061	23.3396194996
1497-RMM-1306	27.3606336191	12.5294865166	21.4554929525
1497-RMM-1307	25.5067682937	12.380257085	22.7071381698
1497-RMM-1308	25.5349976731	16.2644095139	20.447548891
1497-RMM-1309	23.1423501032	13.7065663086	26.1868472951
1497-RMM-1310	21.9580313921	16.6575112566	23.8727769945
1497-RMM-1311	24.9184433344	14.36857558	21.6708972809
1497-RMM-1312	24.0331263818	14.1401393207	23.6898872349
1497-RMM-1313	19.7684917008	15.862932485	25.5895352187
1497-RMM-1314	23.5052292379	15.0519161904	23.9147146585
1497-RMM-1315	24.3186658851	16.3383597447	20.8363172981
1497-RMM-1316	27.9325744987	13.3997938365	19.4604434214
1497-RMM-1317	22.7968647686	15.8390175801	22.3842871459
1497-RMM-1318	21.0657559179	15.9367428717	25.6550083095
1497-RMM-1319	25.964142647	16.1617225934	20.4227055863
1497-RMM-1320	25.6257845194	12.8054677348	23.8396306346
1497-RMM-1321	21.6684128845	16.9048442452	24.6968381892
1497-RMM-1322	24.2966569804	15.4917394045	22.9173642732
1497-RMM-1323	24.0896961008	16.3946185497	22.8561980564
1497-RMM-1324	20.0482650241	18.1011752401	24.1060016364
1497-RMM-1325	19.1468705958	15.3996097002	28.7092487355
1497-RMM-1326	24.6544071573	14.8981801376	22.2470477056
1497-RMM-1327	23.8740508256	14.6295332123	23.2505291561
1497-RMM-1328	21.5030406396	15.0143534419	25.2651516187
1497-RMM-1329	21.7009699	16.6061258697	24.1316419717
1497-RMM-1330	24.7672140832	16.8355376368	19.7072196399
1497-RMM-1331	29.898921672	13.1648040983	18.196002129
1497-RMM-1332	26.2920871581	13.1906687113	21.8452186212
1497-RMM-1333	27.0159881787	13.7011926823	20.4780911366
1497-RMM-1334	24.8335566539	13.0055313748	23.567948829
1497-RMM-1335	24.6492730467	14.6847054003	22.5098093419
1497-RMM-1336	23.2189032742	15.4418364478	23.8518603071
1497-RMM-1337	21.5242873378	14.8149787193	25.7778282561
1497-RMM-1338	20.6675655369	15.9969397203	24.9382555987
1497-RMM-1339	26.1351605533	13.2714927168	22.4615059615
1497-RMM-1340	21.7111877716	14.9522365992	24.9614289527
1497-RMM-1341	26.9094988657	11.3227386995	23.1070001203
1497-RMM-1342	27.7882519461	13.9556281433	19.6813805051
1497-RMM-1343	23.9593043257	15.4844546437	21.9411250766
1497-RMM-1344	27.3680328341	12.3390079232	21.109607632
1497-RMM-1345	25.575632871	15.2154531728	21.0241218789
1497-RMM-1346	22.4557124614	13.8356864888	25.6935228406
1497-RMM-1347	23.8087472094	15.5283110148	22.9791437243
1497-RMM-1348	19.5434513436	16.0352486531	27.4265790015
1497-RMM-1349	18.8024290691	17.3841329228	26.3841252916
1497-RMM-1350RR	25.3205614767	13.8623416369	22.907955543
1497-RMM-1351	23.8649769441	15.3987196663	23.2809557036
1497-RMM-1352	27.2210155381	15.2349697649	20.4048686282
1497-RMM-1353	25.9629879396	14.1780521092	21.2266956866
1497-RMM-1354	25.4832110944	13.9145913771	22.6915428376
1497-RMM-1355	24.1389415068	16.3319135931	22.2281385275
1497-RMM-1356	25.9824395388	12.928573653	22.5781075253
1497-RMM-1357	24.6161429696	15.5179172349	21.3138006885
1497-RMM-1358	24.6572632979	14.6859369652	21.8894260726
1497-RMM-1359	23.3588112759	12.7702749266	25.9012308379
1497-RMM-1360	24.9569395671	13.7234723311	22.3616960866
1497-RMM-1361	19.340187653	16.5907400646	27.7615851485
1497-RMM-1362	22.6898640592	15.0161945719	24.0291487555
1497-RMM-1363	18.6739516862	14.9592370422	28.4911994178
1497-RMM-1364	22.5249650227	16.3771535505	23.9974334423
1497-RMM-1365	21.8820600966	15.6614531181	24.3459243622
1497-RMM-1366	24.5479586156	12.6241599255	24.4846005193
1497-RMM-1367	24.0229018648	13.8491040989	24.0121740882
1497-RMM-1368	28.6231661646	13.454293228	19.3352980417
1497-RMM-1369	26.9815477714	13.3734200684	20.7241244525
1497-RMM-1370	20.7337144439	16.5546632917	25.5525950057
1497-RMM-1371	24.7831112052	15.652955491	21.773416695
1497-RMM-1372	21.1016168193	16.4601372314	25.1272614762
1497-RMM-1373	20.1048121626	17.5030674375	25.1078584222
1497-RMM-1374	27.1348564315	14.4426658406	20.6263553066
1497-RMM-1375	22.5800413643	15.1446946107	23.0695055315
1497-RMM-1376	20.6830013474	16.2272951274	25.0909994088
1497-RMM-1377	21.863404894	13.8010820804	25.6035323897
1497-RMM-1378	19.4822341674	16.1593895444	28.0547175896
1497-RMM-1379	24.7879116785	14.0306829165	21.8927867594
1497-RMM-1380	24.5717887106	13.1078847139	24.4766214719
1497-RMM-1381	21.5281126619	16.1680512764	23.9576218184
1497-RMM-1382	22.4088207083	14.9386988495	24.7792471348
1497-RMM-1383	26.3451654543	12.8153504163	22.0879339567
1497-RMM-1384	23.1538709428	16.732482651	21.7301497195
1497-RMM-1385	24.2215861002	16.5982764014	21.758770193
1497-RMM-1386	25.9521595002	14.4823997678	22.0666171075
1497-RMM-1387	22.4407765897	15.697359659	24.6054840765
1497-RMM-1388	22.60901441	14.4044530344	24.9323605177
1497-RMM-1389	27.2002477736	14.3582922685	19.8864638157
1497-RMM-1390	25.6926651322	14.5078247585	20.2469363941
1497-RMM-1391	22.398448212	15.276740273	25.0366774396
1497-RMM-1392	26.8762048368	13.9898065322	19.4883329466
1497-RMM-1393	26.7767520871	13.7758421141	20.7788734448
1497-RMM-1394	22.3844295567	11.8738535734	27.339321073
1497-RMM-1395	27.5775566867	11.3200198401	21.7343286117
1497-RMM-1396	27.7569552356	13.6684906027	20.424107999
1497-RMM-1397	24.4735420125	16.3840250048	20.903286355
1497-RMM-1398	22.929051546	15.4593908361	23.6263884111
1497-RMM-1399	24.7794526575	14.5882126041	21.7445978705
1497-RMM-1400	29.5769213229	12.9679926	19.2847628461
1497-RMM-1401	28.8252697636	12.1735626232	20.9425078947
